comune,delta_rd_percent,delta_ru_totali,delta_ru_pro_capite
SPOLETO,63.47,21516.723,594.6145746973967
SPOLETO,0.0,0.0,0.0
SPOLETO,0.0,0.0,0.0
SPOLETO,-59.41,-20552.709,-550.5534006589697
TODI,-74.08,-7283.782,-472.08386804070255
TODI,76.23,7553.793,484.59026173979987
TODI,0.0,0.0,0.0
TODI,0.0,0.0,0.0
TORGIANO,-73.71,-2918.567,-448.3205837173579
TORGIANO,0.0,0.0,0.0
TORGIANO,77.6,3013.396,455.7465214761041
TORGIANO,0.0,0.0,0.0
TREVI,68.6,5730.307,718.8041896638234
TREVI,0.0,0.0,0.0
TREVI,0.0,0.0,0.0
TREVI,-67.6,-5354.986,-656.650643776824
TUORO SUL TRASIMENO,0.0,0.0,0.0
TUORO SUL TRASIMENO,0.0,0.0,0.0
TUORO SUL TRASIMENO,58.82,2106.008,563.7066381156317
TUORO SUL TRASIMENO,-59.01,-1863.922,-495.46039340776184
UMBERTIDE,0.0,0.0,0.0
UMBERTIDE,69.49,8894.036,545.3118332311466
UMBERTIDE,0.0,0.0,0.0
UMBERTIDE,-70.71,-8728.674,-533.7006420055029
VALFABBRICA,0.0,0.0,0.0
VALFABBRICA,0.0,0.0,0.0
VALFABBRICA,72.3,1653.69,512.6131432114073
VALFABBRICA,-73.01,-1523.925,-467.3183072677093
VALLO DI NERA,13.57,231.47,705.7012195121952
VALLO DI NERA,0.0,0.0,0.0
VALLO DI NERA,0.0,0.0,0.0
VALLO DI NERA,-15.63,-203.988,-582.8228571428572
VALTOPINA,0.0,0.0,0.0
VALTOPINA,0.0,0.0,0.0
VALTOPINA,32.97,613.237,476.11568322981367
VALTOPINA,-31.04,-585.356,-449.5821812596006
ACQUASPARTA,72.85,2006.55,457.80287474332647
ACQUASPARTA,0.0,0.0,0.0
ACQUASPARTA,0.0,0.0,0.0
ACQUASPARTA,-69.39,-2114.851,-470.28040916166333
ALLERONA,0.0,0.0,0.0
ALLERONA,66.46,694.954,411.9466508595139
ALLERONA,0.0,0.0,0.0
ALLERONA,-68.73,-715.3,-420.517342739565
ALVIANO,73.34,483.504,359.75
ALVIANO,0.0,0.0,0.0
ALVIANO,0.0,0.0,0.0
ALVIANO,-67.68,-505.784,-357.6973125884017
AMELIA,-67.14,-5000.008,-436.1486392184229
AMELIA,72.99,4697.675,407.2540095361942
AMELIA,0.0,0.0,0.0
AMELIA,0.0,0.0,0.0
ARRONE,82.68,1144.016,453.7945259817533
ARRONE,0.0,0.0,0.0
ARRONE,0.0,0.0,0.0
ARRONE,-81.36,-1225.3,-468.92460773057786
ATTIGLIANO,0.0,0.0,0.0
ATTIGLIANO,0.0,0.0,0.0
ATTIGLIANO,-78.4,-911.729,-459.54082661290323
ATTIGLIANO,79.57,872.897,439.08299798792757
BASCHI,73.09,1060.135,415.0880971025842
BASCHI,0.0,0.0,0.0
BASCHI,0.0,0.0,0.0
BASCHI,-68.53,-1053.706,-395.8324567993989
CALVI DELL'UMBRIA,88.45,676.825,403.83353221957043
CALVI DELL'UMBRIA,0.0,0.0,0.0
CALVI DELL'UMBRIA,0.0,0.0,0.0
CALVI DELL'UMBRIA,-86.12,-699.076,-409.53485647334503
CASTEL GIORGIO,70.53,1237.834,619.5365365365366
CASTEL GIORGIO,0.0,0.0,0.0
CASTEL GIORGIO,0.0,0.0,0.0
CASTEL GIORGIO,-70.21,-1097.063,-528.4503853564547
CASTEL VISCARDO,72.97,1168.266,441.3547412164715
CASTEL VISCARDO,0.0,0.0,0.0
CASTEL VISCARDO,0.0,0.0,0.0
CASTEL VISCARDO,-75.67,-1231.471,-446.67065651070004
FABRO,64.96,1379.16,532.0833333333334
FABRO,0.0,0.0,0.0
FABRO,0.0,0.0,0.0
FABRO,-66.3,-1293.516,-487.75113122171945
FERENTILLO,71.14,638.61,359.1732283464567
FERENTILLO,0.0,0.0,0.0
FERENTILLO,0.0,0.0,0.0
FERENTILLO,-73.72,-660.85,-362.90499725425593
FICULLE,66.09,799.291,517.675518134715
FICULLE,0.0,0.0,0.0
FICULLE,0.0,0.0,0.0
FICULLE,-62.52,-703.953,-443.57466918714556
GIOVE,71.16,732.961,400.7441224712958
GIOVE,0.0,0.0,0.0
GIOVE,0.0,0.0,0.0
GIOVE,-65.18,-721.865,-384.5844432605221
GUARDEA,0.0,0.0,0.0
GUARDEA,72.96,689.957,399.2806712962963
GUARDEA,0.0,0.0,0.0
GUARDEA,-69.23,-753.514,-424.99379582628313
LUGNANO IN TEVERINA,76.22,635.016,451.647226173542
LUGNANO IN TEVERINA,0.0,0.0,0.0
LUGNANO IN TEVERINA,0.0,0.0,0.0
LUGNANO IN TEVERINA,-71.22,-676.461,-472.3889664804469
MONTECASTRILLI,0.0,0.0,0.0
MONTECASTRILLI,75.64,2018.591,421.5057423261641
MONTECASTRILLI,0.0,0.0,0.0
MONTECASTRILLI,-69.95,-2171.568,-451.0006230529595
MONTECCHIO,73.24,705.132,471.3449197860963
MONTECCHIO,0.0,0.0,0.0
MONTECCHIO,0.0,0.0,0.0
MONTECCHIO,-69.52,-675.077,-422.7157169693175
MONTEFRANCO,0.0,0.0,0.0
MONTEFRANCO,0.0,0.0,0.0
MONTEFRANCO,-75.77,-510.64,-400.5019607843137
MONTEFRANCO,81.77,566.025,439.4604037267081
MONTEGABBIONE,0.0,0.0,0.0
MONTEGABBIONE,0.0,0.0,0.0
MONTEGABBIONE,74.39,437.645,391.80393912265
MONTEGABBIONE,-63.89,-441.374,-387.1701754385965
MONTELEONE D'ORVIETO,73.47,552.495,407.4446902654867
MONTELEONE D'ORVIETO,0.0,0.0,0.0
MONTELEONE D'ORVIETO,0.0,0.0,0.0
MONTELEONE D'ORVIETO,-66.12,-570.107,-411.33261183261186
NARNI,75.99,7066.663,394.6974419124218
NARNI,0.0,0.0,0.0
NARNI,0.0,0.0,0.0
NARNI,-74.54,-7592.093,-409.8738325325271
ORVIETO,68.12,11119.786,574.1615118500542
ORVIETO,0.0,0.0,0.0
ORVIETO,0.0,0.0,0.0
ORVIETO,-70.35,-10633.783,-528.4917747626857
OTRICOLI,85.51,751.908,444.6528681253696
OTRICOLI,0.0,0.0,0.0
OTRICOLI,0.0,0.0,0.0
OTRICOLI,-86.95,-731.209,-418.790950744559
PARRANO,74.25,246.085,514.8221757322176
PARRANO,0.0,0.0,0.0
PARRANO,0.0,0.0,0.0
PARRANO,-70.23,-209.207,-423.49595141700405
PENNA IN TEVERINA,72.62,383.579,383.579
PENNA IN TEVERINA,0.0,0.0,0.0
PENNA IN TEVERINA,0.0,0.0,0.0
PENNA IN TEVERINA,-71.59,-426.32,-406.40610104861776
POLINO,68.7,82.51,404.46078431372547
POLINO,0.0,0.0,0.0
POLINO,0.0,0.0,0.0
POLINO,-72.32,-96.5,-448.83720930232556
PORANO,80.64,777.622,419.8822894168467
PORANO,0.0,0.0,0.0
PORANO,-77.69,-845.428,-441.01617110067815
PORANO,0.0,0.0,0.0
SAN GEMINI,72.8,1735.77,370.02131741632917
SAN GEMINI,0.0,0.0,0.0
SAN GEMINI,0.0,0.0,0.0
SAN GEMINI,-68.75,-1974.765,-407.1680412371134
SAN VENANZO,64.39,1017.205,471.36468952734015
SAN VENANZO,0.0,0.0,0.0
SAN VENANZO,0.0,0.0,0.0
SAN VENANZO,-63.72,-992.038,-452.5720802919708
STRONCONE,66.07,1660.609,359.6727312107429
STRONCONE,0.0,0.0,0.0
STRONCONE,0.0,0.0,0.0
STRONCONE,-64.42,-1857.398,-395.4434745582287
TERNI,0.0,0.0,0.0
TERNI,76.23,46949.707,440.1108673847221
TERNI,0.0,0.0,0.0
TERNI,-72.05,-47912.658,-438.5397281588943
AVIGLIANO UMBRO,75.36,924.946,393.0922226944326
AVIGLIANO UMBRO,0.0,0.0,0.0
AVIGLIANO UMBRO,0.0,0.0,0.0
AVIGLIANO UMBRO,-68.18,-983.756,-407.69001243265643
ACQUALAGNA,0.0,0.0,0.0
ACQUALAGNA,0.0,0.0,0.0
ACQUALAGNA,81.24,2383.677,572.036717062635
ACQUALAGNA,-79.78,-2244.542,-522.7158826269213
APECCHIO,80.52,1052.652,621.0336283185841
APECCHIO,0.0,0.0,0.0
APECCHIO,0.0,0.0,0.0
APECCHIO,-75.64,-946.365,-538.9322323462414
BELFORTE ALL'ISAURO,0.0,0.0,0.0
BELFORTE ALL'ISAURO,-77.5,-318.229,-430.6211096075778
BELFORTE ALL'ISAURO,77.61,316.54,424.8859060402685
BELFORTE ALL'ISAURO,0.0,0.0,0.0
BORGO PACE,0.0,0.0,0.0
BORGO PACE,81.26,281.436,536.0685714285714
BORGO PACE,0.0,0.0,0.0
BORGO PACE,-73.32,-302.79,-562.8066914498141
CAGLI,0.0,0.0,0.0
CAGLI,72.28,3845.182,483.6098603949189
CAGLI,0.0,0.0,0.0
CAGLI,-70.47,-3664.209,-447.2911376953125
CANTIANO,75.27,825.983,414.8583626318433
CANTIANO,0.0,0.0,0.0
CANTIANO,0.0,0.0,0.0
CANTIANO,-75.2,-865.163,-422.855816226784
CARPEGNA,-51.23,-1116.731,-692.7611662531017
CARPEGNA,0.0,0.0,0.0
CARPEGNA,0.0,0.0,0.0
CARPEGNA,79.59,966.164,555.9056386651323
CARTOCETO,-75.27,-3762.95,-475.8409205867476
CARTOCETO,0.0,0.0,0.0
CARTOCETO,0.0,0.0,0.0
CARTOCETO,74.94,3693.181,456.6812167676518
FANO,0.0,0.0,0.0
FANO,0.0,0.0,0.0
FANO,74.23,36096.453,601.978770241649
FANO,-75.09,-36779.395,-611.9190583146161
FERMIGNANO,0.0,0.0,0.0
FERMIGNANO,85.79,5473.611,663.8703456640388
FERMIGNANO,0.0,0.0,0.0
FERMIGNANO,-80.19,-4588.991,-550.7670427268363
FOSSOMBRONE,0.0,0.0,0.0
FOSSOMBRONE,0.0,0.0,0.0
FOSSOMBRONE,70.46,4504.594,496.2646248760604
FOSSOMBRONE,-69.17,-4590.696,-499.5860267711394
FRATTE ROSA,0.0,0.0,0.0
FRATTE ROSA,0.0,0.0,0.0
FRATTE ROSA,81.34,499.898,584.6760233918129
FRATTE ROSA,-80.47,-523.021,-592.9943310657595
FRONTINO,0.0,0.0,0.0
FRONTINO,-73.42,-175.734,-610.1875
FRONTINO,78.01,149.042,501.8249158249158
FRONTINO,0.0,0.0,0.0
FRONTONE,0.0,0.0,0.0
FRONTONE,76.49,600.069,494.2907742998353
FRONTONE,0.0,0.0,0.0
FRONTONE,-75.59,-640.471,-518.6
GABICCE MARE,67.96,5174.741,947.5812122321919
GABICCE MARE,0.0,0.0,0.0
GABICCE MARE,0.0,0.0,0.0
GABICCE MARE,-68.49,-4645.318,-822.0346841267033
GRADARA,82.71,1919.404,392.5964409899775
GRADARA,-84.77,-2062.532,-419.0434782608696
ISOLA DEL PIANO,66.29,184.05,340.8333333333333
ISOLA DEL PIANO,0.0,0.0,0.0
ISOLA DEL PIANO,-70.47,-221.318,-400.2133815551537
ISOLA DEL PIANO,0.0,0.0,0.0
LUNANO,85.34,808.114,566.6998597475456
LUNANO,0.0,0.0,0.0
LUNANO,-86.89,-835.112,-577.1333794056669
MACERATA FELTRIA,0.0,0.0,0.0
MACERATA FELTRIA,69.21,930.243,489.6015789473684
MACERATA FELTRIA,0.0,0.0,0.0
MACERATA FELTRIA,-71.68,-847.993,-435.76207605344297
MERCATELLO SUL METAURO,0.0,0.0,0.0
MERCATELLO SUL METAURO,-80.1,-725.16,-551.8721461187215
MERCATELLO SUL METAURO,85.03,771.758,583.7806354009077
MERCATELLO SUL METAURO,0.0,0.0,0.0
MERCATINO CONCA,-70.84,-541.377,-543.5512048192771
MERCATINO CONCA,0.0,0.0,0.0
MERCATINO CONCA,0.0,0.0,0.0
MERCATINO CONCA,73.95,506.382,484.5760765550239
MOMBAROCCIO,-80.89,-957.322,-465.6235408560311
MOMBAROCCIO,0.0,0.0,0.0
MOMBAROCCIO,80.66,1208.147,577.2322025800287
MOMBAROCCIO,0.0,0.0,0.0
MONDAVIO,70.8,1749.196,482.80320176649184
MONDAVIO,0.0,0.0,0.0
MONDAVIO,0.0,0.0,0.0
MONDAVIO,-75.23,-1692.861,-456.41978970072796
MONDOLFO,0.0,0.0,0.0
MONDOLFO,0.0,0.0,0.0
MONDOLFO,-80.43,-8393.085,-585.9865251693082
MONDOLFO,82.14,8346.299,580.8949749443208
MONTECALVO IN FOGLIA,0.0,0.0,0.0
MONTECALVO IN FOGLIA,0.0,0.0,0.0
MONTECALVO IN FOGLIA,-83.49,-1271.784,-464.4937910883857
MONTECALVO IN FOGLIA,82.61,1328.639,483.4930858806405
MONTE CERIGNONE,79.22,326.054,554.5136054421769
MONTE CERIGNONE,0.0,0.0,0.0
MONTE CERIGNONE,0.0,0.0,0.0
MONTE CERIGNONE,-74.97,-286.512,-449.0783699059561
MONTECOPIOLO,0.0,0.0,0.0
MONTECOPIOLO,-46.93,-616.035,-577.8939962476547
MONTEFELCINO,76.79,1173.175,471.9127111826227
MONTEFELCINO,-74.75,-1257.808,-503.3245298119248
MONTEFELCINO,0.0,0.0,0.0
MONTEFELCINO,0.0,0.0,0.0
MONTEGRIMANO,0.0,0.0,0.0
MONTEGRIMANO,-75.7,-543.608,-506.62441752096925
MONTEGRIMANO,0.0,0.0,0.0
MONTEGRIMANO,78.75,505.944,448.9299023957409
MONTELABBATE,0.0,0.0,0.0
MONTELABBATE,-82.71,-3875.107,-554.6167167596966
MONTELABBATE,0.0,0.0,0.0
MONTELABBATE,79.82,4323.001,609.5602086858432
MONTE PORZIO,0.0,0.0,0.0
MONTE PORZIO,-74.29,-1311.107,-470.94360632183907
MONTE PORZIO,74.48,1339.292,478.4894605216149
PEGLIO,80.14,292.091,452.8542635658915
PEGLIO,0.0,0.0,0.0
PEGLIO,-76.14,-250.117,-379.5402124430956
PERGOLA,67.09,2892.655,502.0227351614023
PERGOLA,0.0,0.0,0.0
PERGOLA,0.0,0.0,0.0
PERGOLA,-65.73,-3076.395,-517.4760302775442
PESARO,0.0,0.0,0.0
PESARO,67.4,54609.838,571.3521448001674
PESARO,0.0,0.0,0.0
PESARO,-65.07,-52959.027,-550.2922650096635
PETRIANO,0.0,0.0,0.0
PETRIANO,0.0,0.0,0.0
PETRIANO,-81.99,-1201.792,-434.4873463485177
PETRIANO,73.3,1185.502,418.46170137663256
PIANDIMELETO,87.19,1251.932,620.6901338621716
PIANDIMELETO,0.0,0.0,0.0
PIANDIMELETO,0.0,0.0,0.0
PIANDIMELETO,-85.25,-1085.814,-521.7751081210956
PIETRARUBBIA,71.44,252.202,432.5934819897084
PIETRARUBBIA,0.0,0.0,0.0
PIETRARUBBIA,-69.7,-278.61,-462.80730897009965
PIOBBICO,0.0,0.0,0.0
PIOBBICO,74.54,852.22,471.62147205312675
PIOBBICO,-72.59,-823.47,-449.24713584288054
SAN COSTANZO,0.0,0.0,0.0
SAN COSTANZO,0.0,0.0,0.0
SAN COSTANZO,74.15,1635.628,358.611707958781
SAN COSTANZO,-78.84,-1915.324,-416.8278563656148
SAN LORENZO IN CAMPO,0.0,0.0,0.0
SAN LORENZO IN CAMPO,0.0,0.0,0.0
SAN LORENZO IN CAMPO,71.71,1503.724,472.4234998429155
SAN LORENZO IN CAMPO,-71.53,-1415.557,-440.84615384615387
SANT'ANGELO IN VADO,0.0,0.0,0.0
SANT'ANGELO IN VADO,82.93,2135.325,549.0678837747492
SANT'ANGELO IN VADO,0.0,0.0,0.0
SANT'ANGELO IN VADO,-80.88,-1975.373,-500.2210686249683
SANT'IPPOLITO,0.0,0.0,0.0
SANT'IPPOLITO,75.53,882.754,602.562457337884
SANT'IPPOLITO,0.0,0.0,0.0
SANT'IPPOLITO,-78.64,-880.002,-595.4005412719891
SASSOFELTRIO,-37.74,-645.977,-478.85618977020016
SASSOFELTRIO,0.0,0.0,0.0
SERRA SANT'ABBONDIO,74.03,440.631,499.5816326530612
SERRA SANT'ABBONDIO,0.0,0.0,0.0
SERRA SANT'ABBONDIO,0.0,0.0,0.0
SERRA SANT'ABBONDIO,-70.91,-431.662,-457.26906779661016
TAVOLETO,0.0,0.0,0.0
TAVOLETO,0.0,0.0,0.0
TAVOLETO,77.2,350.491,421.77015643802645
TAVOLETO,-78.62,-376.368,-442.26556991774385
TAVULLIA,0.0,0.0,0.0
TAVULLIA,0.0,0.0,0.0
TAVULLIA,79.56,4104.196,517.2269691241336
TAVULLIA,-79.03,-3708.649,-466.3207594618383
URBANIA,0.0,0.0,0.0
URBANIA,0.0,0.0,0.0
URBANIA,80.85,3371.192,488.7202087561612
URBANIA,-72.16,-3265.046,-470.80692141312187
URBINO,0.0,0.0,0.0
URBINO,-69.29,-8163.322,-591.416503658625
URBINO,75.53,7542.623,545.0265915167281
URBINO,0.0,0.0,0.0
VALLEFOGLIA,-79.3,-6930.03,-465.8530518956709
VALLEFOGLIA,0.0,0.0,0.0
VALLEFOGLIA,0.0,0.0,0.0
VALLEFOGLIA,79.64,8945.497,594.3456913161916
COLLI AL METAURO,-71.67,-5648.181,-464.25949367088606
COLLI AL METAURO,0.0,0.0,0.0
COLLI AL METAURO,0.0,0.0,0.0
COLLI AL METAURO,75.03,5635.241,455.74128588758595
TERRE ROVERESCHE,0.0,0.0,0.0
TERRE ROVERESCHE,0.0,0.0,0.0
TERRE ROVERESCHE,-82.02,-2099.477,-403.8232352375457
TERRE ROVERESCHE,82.66,2106.278,402.268525592055
SASSOCORVARO AUDITORE,0.0,0.0,0.0
SASSOCORVARO AUDITORE,0.0,0.0,0.0
SASSOCORVARO AUDITORE,-81.09,-2445.209,-500.2473404255319
SASSOCORVARO AUDITORE,81.09,2374.961,483.10842148087875
AGUGLIANO,0.0,0.0,0.0
AGUGLIANO,76.53,1687.25,362.92751129275115
AGUGLIANO,0.0,0.0,0.0
AGUGLIANO,-76.96,-1667.429,-349.5658280922432
ANCONA,0.0,0.0,0.0
ANCONA,0.0,0.0,0.0
ANCONA,-58.75,-47549.118,-479.7707349558058
ANCONA,62.91,46801.249,471.60137647497453
ARCEVIA,65.52,1628.331,385.8604265402844
ARCEVIA,0.0,0.0,0.0
ARCEVIA,0.0,0.0,0.0
ARCEVIA,-66.6,-1578.961,-363.3972382048331
BARBARA,64.93,465.858,368.8503562945368
BARBARA,0.0,0.0,0.0
BARBARA,0.0,0.0,0.0
BARBARA,-67.35,-488.319,-377.0803088803089
BELVEDERE OSTRENSE,69.53,794.208,384.2322206095791
BELVEDERE OSTRENSE,0.0,0.0,0.0
BELVEDERE OSTRENSE,0.0,0.0,0.0
BELVEDERE OSTRENSE,-69.64,-791.997,-367.345547309833
CAMERANO,86.33,3365.775,476.06435643564356
CAMERANO,0.0,0.0,0.0
CAMERANO,0.0,0.0,0.0
CAMERANO,-85.98,-3283.682,-452.36010469761675
CAMERATA PICENA,0.0,0.0,0.0
CAMERATA PICENA,77.78,1110.765,445.55354993983156
CAMERATA PICENA,0.0,0.0,0.0
CAMERATA PICENA,-76.41,-1160.76,-461.16805721096546
CASTELBELLINO,0.0,0.0,0.0
CASTELBELLINO,0.0,0.0,0.0
CASTELBELLINO,68.71,2117.152,428.053376465831
CASTELBELLINO,-71.75,-2202.825,-443.40277777777777
CASTELFIDARDO,-83.61,-8282.337,-452.16667576568216
CASTELFIDARDO,0.0,0.0,0.0
CASTELFIDARDO,82.78,8907.421,482.9441010626762
CASTELFIDARDO,0.0,0.0,0.0
CASTELLEONE DI SUASA,73.09,654.394,421.9174725983237
CASTELLEONE DI SUASA,0.0,0.0,0.0
CASTELLEONE DI SUASA,-69.43,-605.496,-384.93070565797836
CASTELLEONE DI SUASA,0.0,0.0,0.0
CASTELPLANIO,-66.92,-1757.916,-508.36205899363796
CASTELPLANIO,0.0,0.0,0.0
CASTELPLANIO,0.0,0.0,0.0
CASTELPLANIO,64.72,1781.478,499.7133239831697
CERRETO D'ESI,0.0,0.0,0.0
CERRETO D'ESI,77.55,1483.087,436.07380182299323
CERRETO D'ESI,0.0,0.0,0.0
CERRETO D'ESI,-77.31,-1641.351,-470.3011461318052
CHIARAVALLE,0.0,0.0,0.0
CHIARAVALLE,79.94,6091.258,426.498949726929
CHIARAVALLE,0.0,0.0,0.0
CHIARAVALLE,-81.42,-6344.413,-435.83245174143025
CORINALDO,70.49,2164.949,456.259009483667
CORINALDO,0.0,0.0,0.0
CORINALDO,0.0,0.0,0.0
CORINALDO,-71.23,-2051.248,-421.5470612412659
CUPRAMONTANA,0.0,0.0,0.0
CUPRAMONTANA,68.19,1942.575,442.09717796995903
CUPRAMONTANA,0.0,0.0,0.0
CUPRAMONTANA,-70.67,-1887.25,-423.34006280843425
FABRIANO,72.44,12234.46,424.39503260718743
FABRIANO,0.0,0.0,0.0
FABRIANO,0.0,0.0,0.0
FABRIANO,-71.6,-11715.955,-392.0739910313901
FALCONARA MARITTIMA,0.0,0.0,0.0
FALCONARA MARITTIMA,0.0,0.0,0.0
FALCONARA MARITTIMA,70.13,12814.427,498.86818234904814
FALCONARA MARITTIMA,-64.9,-12830.624,-498.5670876238586
FILOTTRANO,77.41,3763.294,423.27004836351364
FILOTTRANO,0.0,0.0,0.0
FILOTTRANO,0.0,0.0,0.0
FILOTTRANO,-78.58,-3677.154,-404.21611520281414
GENGA,0.0,0.0,0.0
GENGA,45.62,769.41,461.2769784172662
GENGA,0.0,0.0,0.0
GENGA,-51.06,-733.92,-434.52930728241563
JESI,0.0,0.0,0.0
JESI,0.0,0.0,0.0
JESI,-71.81,-20817.47,-529.67966006819
JESI,70.3,20655.35,524.260768039798
LORETO,0.0,0.0,0.0
LORETO,0.0,0.0,0.0
LORETO,-77.35,-7123.012,-551.7865055387714
LORETO,76.62,7641.611,588.4499460957954
MAIOLATI SPONTINI,69.79,2984.228,498.5345806882726
MAIOLATI SPONTINI,0.0,0.0,0.0
MAIOLATI SPONTINI,-72.8,-3173.319,-511.8256451612903
MERGO,-67.52,-515.83,-524.7507629704985
MERGO,71.27,494.723,502.25685279187815
MERGO,0.0,0.0,0.0
MERGO,0.0,0.0,0.0
MONSANO,70.79,1763.29,544.561457689932
MONSANO,0.0,0.0,0.0
MONSANO,0.0,0.0,0.0
MONSANO,-71.5,-1594.608,-480.59312839059675
MONTECAROTTO,0.0,0.0,0.0
MONTECAROTTO,64.02,821.328,444.2011898323418
MONTECAROTTO,0.0,0.0,0.0
MONTECAROTTO,-69.68,-883.606,-473.529474812433
MONTEMARCIANO,0.0,0.0,0.0
MONTEMARCIANO,-80.36,-4733.806,-483.93028010631775
MONTEMARCIANO,79.65,4949.532,505.621820410665
MONTEMARCIANO,0.0,0.0,0.0
MONTE ROBERTO,70.39,1395.398,467.78343949044586
MONTE ROBERTO,0.0,0.0,0.0
MONTE ROBERTO,0.0,0.0,0.0
MONTE ROBERTO,-69.88,-1440.945,-469.36319218241044
MONTE SAN VITO,83.62,3283.291,490.84930482882345
MONTE SAN VITO,0.0,0.0,0.0
MONTE SAN VITO,0.0,0.0,0.0
MONTE SAN VITO,-84.3,-3188.551,-467.3239044408618
MORRO D'ALBA,0.0,0.0,0.0
MORRO D'ALBA,0.0,0.0,0.0
MORRO D'ALBA,68.7,758.277,415.49424657534246
MORRO D'ALBA,-68.76,-721.777,-394.198252321136
NUMANA,0.0,0.0,0.0
NUMANA,0.0,0.0,0.0
NUMANA,73.07,6303.754,1677.4225651942522
NUMANA,-74.85,-6039.93,-1602.5285221544177
OFFAGNA,0.0,0.0,0.0
OFFAGNA,0.0,0.0,0.0
OFFAGNA,-75.98,-756.37,-366.9917515769044
OFFAGNA,75.14,790.297,378.49473180076626
OSIMO,0.0,0.0,0.0
OSIMO,-76.15,-17945.61,-516.8517611819937
OSIMO,0.0,0.0,0.0
OSIMO,76.39,17821.844,511.47526116404543
OSTRA,70.21,2779.265,443.47614488591034
OSTRA,0.0,0.0,0.0
OSTRA,0.0,0.0,0.0
OSTRA,-71.46,-2732.789,-421.9220318048479
OSTRA VETERE,71.37,1354.827,437.7470113085622
OSTRA VETERE,0.0,0.0,0.0
OSTRA VETERE,0.0,0.0,0.0
OSTRA VETERE,-73.08,-1387.455,-439.346105129829
POGGIO SAN MARCELLO,-61.17,-233.53,-362.62422360248445
POGGIO SAN MARCELLO,0.0,0.0,0.0
POGGIO SAN MARCELLO,0.0,0.0,0.0
POGGIO SAN MARCELLO,61.68,230.272,328.96
POLVERIGI,0.0,0.0,0.0
POLVERIGI,0.0,0.0,0.0
POLVERIGI,76.47,1676.328,364.9745264532985
POLVERIGI,-76.12,-1683.604,-365.20694143167026
ROSORA,0.0,0.0,0.0
ROSORA,69.31,790.032,433.13157894736844
ROSORA,0.0,0.0,0.0
ROSORA,-70.17,-859.052,-455.73050397877984
SAN MARCELLO,-72.71,-743.417,-374.14041268243585
SAN MARCELLO,0.0,0.0,0.0
SAN MARCELLO,0.0,0.0,0.0
SAN MARCELLO,73.48,795.152,393.639603960396
SAN PAOLO DI JESI,0.0,0.0,0.0
SAN PAOLO DI JESI,48.58,367.659,413.1
SAN PAOLO DI JESI,0.0,0.0,0.0
SAN PAOLO DI JESI,-46.38,-376.319,-411.2775956284153
SANTA MARIA NUOVA,0.0,0.0,0.0
SANTA MARIA NUOVA,72.69,1443.808,365.151239251391
SANTA MARIA NUOVA,0.0,0.0,0.0
SANTA MARIA NUOVA,-73.16,-1451.606,-353.8776206728425
SASSOFERRATO,77.65,3592.819,526.5746738971127
SASSOFERRATO,0.0,0.0,0.0
SASSOFERRATO,0.0,0.0,0.0
SASSOFERRATO,-76.03,-3326.202,-480.1792983975747
SENIGALLIA,0.0,0.0,0.0
SENIGALLIA,71.76,28306.25,642.5498830953624
SENIGALLIA,0.0,0.0,0.0
SENIGALLIA,-73.53,-25934.296,-586.9745377181268
SERRA DE' CONTI,0.0,0.0,0.0
SERRA DE' CONTI,78.13,1448.27,404.43172298240717
SERRA DE' CONTI,0.0,0.0,0.0
SERRA DE' CONTI,-78.82,-1450.497,-395.3385118560916
SERRA SAN QUIRICO,0.0,0.0,0.0
SERRA SAN QUIRICO,50.7,1076.332,421.2649706457926
SERRA SAN QUIRICO,0.0,0.0,0.0
SERRA SAN QUIRICO,-54.47,-1115.887,-424.61453576864534
SIROLO,-78.72,-2935.175,-722.2379429133858
SIROLO,81.69,2965.214,725.8785801713586
SIROLO,0.0,0.0,0.0
SIROLO,0.0,0.0,0.0
STAFFOLO,0.0,0.0,0.0
STAFFOLO,0.0,0.0,0.0
STAFFOLO,54.36,972.89,462.18052256532064
STAFFOLO,-53.25,-946.972,-445.00563909774434
TRECASTELLI,0.0,0.0,0.0
TRECASTELLI,-69.17,-2933.104,-392.59858118056485
TRECASTELLI,0.0,0.0,0.0
TRECASTELLI,68.92,3044.824,400.6874588761679
APIRO,0.0,0.0,0.0
APIRO,73.98,1086.235,532.468137254902
APIRO,-76.28,-841.047,-400.6893758932825
APPIGNANO,0.0,0.0,0.0
APPIGNANO,0.0,0.0,0.0
APPIGNANO,-81.41,-1971.78,-485.0627306273063
APPIGNANO,80.97,2004.976,492.98647651831817
BELFORTE DEL CHIENTI,-81.46,-880.831,-488.80743618201996
BELFORTE DEL CHIENTI,0.0,0.0,0.0
BELFORTE DEL CHIENTI,0.0,0.0,0.0
BELFORTE DEL CHIENTI,76.85,915.606,494.6547811993517
BOLOGNOLA,53.11,189.667,1345.1560283687943
BOLOGNOLA,0.0,0.0,0.0
BOLOGNOLA,-54.05,-194.879,-1265.448051948052
CALDAROLA,0.0,0.0,0.0
CALDAROLA,73.45,824.064,514.0761072988147
CALDAROLA,0.0,0.0,0.0
CALDAROLA,-74.14,-780.712,-464.4330755502677
CAMERINO,67.78,2903.224,476.0163961305132
CAMERINO,0.0,0.0,0.0
CAMERINO,0.0,0.0,0.0
CAMERINO,-69.38,-2898.098,-454.3185452265245
